,userId,active,createdDate,lastLogin,role,signUpSource,state
141,5fff0f4fb3348b03eb45abb0,True,2021-01-13 15:18:39.070,2021-01-13 15:22:02.153,consumer,Email,WI
142,5fff4beedf9ace121f0c17ea,True,2021-01-13 19:37:18.415,2021-01-13 19:41:12.676,consumer,Email,WI
143,5ffe115404929101d0aaebb2,True,2021-01-12 21:15:00.208,,consumer,Email,AL
144,5fff55dabd4dff11dda8f5f1,True,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,consumer,Email,WI
145,5fff0f4fb3348b03eb45abb0,True,2021-01-13 15:18:39.070,2021-01-13 15:22:02.153,consumer,Email,WI
146,5fff55dabd4dff11dda8f5f1,True,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,consumer,Email,WI
147,5fff4beedf9ace121f0c17ea,True,2021-01-13 19:37:18.415,2021-01-13 19:41:12.676,consumer,Email,WI
148,5ffe115404929101d0aaebb2,True,2021-01-12 21:15:00.208,,consumer,Email,AL
149,5fff26bab3348b03eb45bb22,True,2021-01-13 16:58:34.027,2021-01-13 16:58:34.075,consumer,Email,WI
150,5fff55dabd4dff11dda8f5f1,True,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,consumer,Email,WI
151,5fff0f4fb3348b03eb45abb0,True,2021-01-13 15:18:39.070,2021-01-13 15:22:02.153,consumer,Email,WI
152,5fff55dabd4dff11dda8f5f1,True,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,consumer,Email,WI
153,5fff55dabd4dff11dda8f5f1,True,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,consumer,Email,WI
154,5fff4c7461ffa811fdb0854c,True,2021-01-13 19:39:32.913,2021-01-13 19:39:33.163,consumer,Email,WI
155,5fff26bfb3348b03eb45bb32,True,2021-01-13 16:58:39.411,2021-01-13 16:58:39.463,consumer,Email,WI
156,5fff55dabd4dff11dda8f5f1,True,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,consumer,Email,WI
157,5fff0f4fb3348b03eb45abb0,True,2021-01-13 15:18:39.070,2021-01-13 15:22:02.153,consumer,Email,WI
158,5fff26f2b3348b03eb45bbb9,True,2021-01-13 16:59:30.518,2021-01-13 16:59:30.567,consumer,Email,WI
159,5fff55dabd4dff11dda8f5f1,True,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,consumer,Email,WI
160,6000d4bae2571211db395b9f,True,2021-01-14 23:33:14.861,2021-01-14 23:33:14.903,consumer,Email,WI
161,600056a3f7e5b011fce897b0,True,2021-01-14 14:35:15.207,2021-01-14 14:37:10.767,consumer,Email,WI
162,600056a3f7e5b011fce897b0,True,2021-01-14 14:35:15.207,2021-01-14 14:37:10.767,consumer,Email,WI
163,600056a3f7e5b011fce897b0,True,2021-01-14 14:35:15.207,2021-01-14 14:37:10.767,consumer,Email,WI
164,6000d46cfb296c121a81b20c,True,2021-01-14 23:31:56.665,2021-01-14 23:33:52.701,consumer,Email,WI
165,6000b7aefb296c121a8198b1,True,2021-01-14 21:29:18.188,2021-01-14 21:33:22.666,consumer,Email,WI
166,60005709bd4dff11dda90ac1,True,2021-01-14 14:36:57.988,2021-01-14 14:36:58.051,consumer,Email,WI
167,6000b7aefb296c121a8198b1,True,2021-01-14 21:29:18.188,2021-01-14 21:33:22.666,consumer,Email,WI
168,600056a3f7e5b011fce897b0,True,2021-01-14 14:35:15.207,2021-01-14 14:37:10.767,consumer,Email,WI
169,6000b7aefb296c121a8198b1,True,2021-01-14 21:29:18.188,2021-01-14 21:33:22.666,consumer,Email,WI
170,5e27526d0bdb6a138c32b556,True,2020-01-21 19:35:09.795,,consumer,Google,WI
171,600056a3f7e5b011fce897b0,True,2021-01-14 14:35:15.207,2021-01-14 14:37:10.767,consumer,Email,WI
172,6000d46cfb296c121a81b20c,True,2021-01-14 23:31:56.665,2021-01-14 23:33:52.701,consumer,Email,WI
